sentence,word,label
"I just want to sleep, Aaj mera mood nahi hai",I,ENG
"I just want to sleep, Aaj mera mood nahi hai",just,ENG
"I just want to sleep, Aaj mera mood nahi hai",want,ENG
"I just want to sleep, Aaj mera mood nahi hai",to,ENG
"I just want to sleep, Aaj mera mood nahi hai",sleep,ENG
"I just want to sleep, Aaj mera mood nahi hai",Aaj,URD
"I just want to sleep, Aaj mera mood nahi hai",mera,URD
"I just want to sleep, Aaj mera mood nahi hai",mood,MIX
"I just want to sleep, Aaj mera mood nahi hai",nahi,URD
"I just want to sleep, Aaj mera mood nahi hai",hai,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,nothing,ENG
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,is,ENG
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,working,ENG
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,properly,ENG
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,phir,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,Ammi,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,ne,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,kaha,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,ghar,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,jaldi,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,aa,URD
nothing is working properly phir Ammi ne kaha ghar jaldi aa jao,jao,URD
I overslept again today lekin Bijli phir chali gayi,I,ENG
I overslept again today lekin Bijli phir chali gayi,overslept,ENG
I overslept again today lekin Bijli phir chali gayi,again,ENG
I overslept again today lekin Bijli phir chali gayi,today,ENG
I overslept again today lekin Bijli phir chali gayi,lekin,URD
I overslept again today lekin Bijli phir chali gayi,Bijli,URD
I overslept again today lekin Bijli phir chali gayi,phir,URD
I overslept again today lekin Bijli phir chali gayi,chali,URD
I overslept again today lekin Bijli phir chali gayi,gayi,URD
I have an assignment due but Aaj bohot garmi hai,I,ENG
I have an assignment due but Aaj bohot garmi hai,have,ENG
I have an assignment due but Aaj bohot garmi hai,an,ENG
I have an assignment due but Aaj bohot garmi hai,assignment,ENG
I have an assignment due but Aaj bohot garmi hai,due,ENG
I have an assignment due but Aaj bohot garmi hai,but,ENG
I have an assignment due but Aaj bohot garmi hai,Aaj,URD
I have an assignment due but Aaj bohot garmi hai,bohot,URD
I have an assignment due but Aaj bohot garmi hai,garmi,URD
I have an assignment due but Aaj bohot garmi hai,hai,URD
I can't even right now but Yaar kuch samajh nahi aa raha,I,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,can't,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,even,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,right,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,now,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,but,ENG
I can't even right now but Yaar kuch samajh nahi aa raha,Yaar,URD
I can't even right now but Yaar kuch samajh nahi aa raha,kuch,URD
I can't even right now but Yaar kuch samajh nahi aa raha,samajh,URD
I can't even right now but Yaar kuch samajh nahi aa raha,nahi,URD
I can't even right now but Yaar kuch samajh nahi aa raha,aa,URD
I can't even right now but Yaar kuch samajh nahi aa raha,raha,URD
I overslept again today but Ghar par sab log so gaye hain,I,ENG
I overslept again today but Ghar par sab log so gaye hain,overslept,ENG
I overslept again today but Ghar par sab log so gaye hain,again,ENG
I overslept again today but Ghar par sab log so gaye hain,today,ENG
I overslept again today but Ghar par sab log so gaye hain,but,ENG
I overslept again today but Ghar par sab log so gaye hain,Ghar,URD
I overslept again today but Ghar par sab log so gaye hain,par,URD
I overslept again today but Ghar par sab log so gaye hain,sab,URD
I overslept again today but Ghar par sab log so gaye hain,log,URD
I overslept again today but Ghar par sab log so gaye hain,so,URD
I overslept again today but Ghar par sab log so gaye hain,gaye,URD
I overslept again today but Ghar par sab log so gaye hain,hain,URD
I overslept again today lekin Bohot thak gaya hoon,I,ENG
I overslept again today lekin Bohot thak gaya hoon,overslept,ENG
I overslept again today lekin Bohot thak gaya hoon,again,ENG
I overslept again today lekin Bohot thak gaya hoon,today,ENG
I overslept again today lekin Bohot thak gaya hoon,lekin,URD
I overslept again today lekin Bohot thak gaya hoon,Bohot,URD
I overslept again today lekin Bohot thak gaya hoon,thak,URD
I overslept again today lekin Bohot thak gaya hoon,gaya,URD
I overslept again today lekin Bohot thak gaya hoon,hoon,URD
let's just get this done so Mujhe bilkul time nahi mila,let's,ENG
let's just get this done so Mujhe bilkul time nahi mila,just,ENG
let's just get this done so Mujhe bilkul time nahi mila,get,ENG
let's just get this done so Mujhe bilkul time nahi mila,this,ENG
let's just get this done so Mujhe bilkul time nahi mila,done,ENG
let's just get this done so Mujhe bilkul time nahi mila,so,ENG
let's just get this done so Mujhe bilkul time nahi mila,Mujhe,URD
let's just get this done so Mujhe bilkul time nahi mila,bilkul,URD
let's just get this done so Mujhe bilkul time nahi mila,time,ENG
let's just get this done so Mujhe bilkul time nahi mila,nahi,URD
let's just get this done so Mujhe bilkul time nahi mila,mila,URD
I need to submit the form lekin Bohot thak gaya hoon,I,ENG
I need to submit the form lekin Bohot thak gaya hoon,need,ENG
I need to submit the form lekin Bohot thak gaya hoon,to,ENG
I need to submit the form lekin Bohot thak gaya hoon,submit,ENG
I need to submit the form lekin Bohot thak gaya hoon,the,ENG
I need to submit the form lekin Bohot thak gaya hoon,form,ENG
I need to submit the form lekin Bohot thak gaya hoon,lekin,URD
I need to submit the form lekin Bohot thak gaya hoon,Bohot,URD
I need to submit the form lekin Bohot thak gaya hoon,thak,URD
I need to submit the form lekin Bohot thak gaya hoon,gaya,URD
I need to submit the form lekin Bohot thak gaya hoon,hoon,URD
I'm literally so tired aur Aaj mera mood nahi hai,I'm,ENG
I'm literally so tired aur Aaj mera mood nahi hai,literally,ENG
I'm literally so tired aur Aaj mera mood nahi hai,so,ENG
I'm literally so tired aur Aaj mera mood nahi hai,tired,ENG
I'm literally so tired aur Aaj mera mood nahi hai,aur,URD
I'm literally so tired aur Aaj mera mood nahi hai,Aaj,URD
I'm literally so tired aur Aaj mera mood nahi hai,mera,URD
I'm literally so tired aur Aaj mera mood nahi hai,mood,MIX
I'm literally so tired aur Aaj mera mood nahi hai,nahi,URD
I'm literally so tired aur Aaj mera mood nahi hai,hai,URD
can we reschedule the call so Bohot thak gaya hoon,can,ENG
can we reschedule the call so Bohot thak gaya hoon,we,ENG
can we reschedule the call so Bohot thak gaya hoon,reschedule,ENG
can we reschedule the call so Bohot thak gaya hoon,the,ENG
can we reschedule the call so Bohot thak gaya hoon,call,ENG
can we reschedule the call so Bohot thak gaya hoon,so,ENG
can we reschedule the call so Bohot thak gaya hoon,Bohot,URD
can we reschedule the call so Bohot thak gaya hoon,thak,URD
can we reschedule the call so Bohot thak gaya hoon,gaya,URD
can we reschedule the call so Bohot thak gaya hoon,hoon,URD
"had 3 meetings back to back, Mujhe bilkul time nahi mila",had,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",3,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",meetings,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",back,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",to,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",back,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",Mujhe,URD
"had 3 meetings back to back, Mujhe bilkul time nahi mila",bilkul,URD
"had 3 meetings back to back, Mujhe bilkul time nahi mila",time,ENG
"had 3 meetings back to back, Mujhe bilkul time nahi mila",nahi,URD
"had 3 meetings back to back, Mujhe bilkul time nahi mila",mila,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,can,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,we,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,reschedule,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,the,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,call,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,lekin,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,Kal,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,se,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,exams,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,start,ENG
can we reschedule the call lekin Kal se exams start ho rahe hain,ho,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,rahe,URD
can we reschedule the call lekin Kal se exams start ho rahe hain,hain,URD
"still not prepared at all, Ammi ne biryani banayi hai",still,ENG
"still not prepared at all, Ammi ne biryani banayi hai",not,ENG
"still not prepared at all, Ammi ne biryani banayi hai",prepared,ENG
"still not prepared at all, Ammi ne biryani banayi hai",at,ENG
"still not prepared at all, Ammi ne biryani banayi hai",all,ENG
"still not prepared at all, Ammi ne biryani banayi hai",Ammi,URD
"still not prepared at all, Ammi ne biryani banayi hai",ne,URD
"still not prepared at all, Ammi ne biryani banayi hai",biryani,URD
"still not prepared at all, Ammi ne biryani banayi hai",banayi,URD
"still not prepared at all, Ammi ne biryani banayi hai",hai,URD
I have zero motivation today but Aaj bohot garmi hai,I,ENG
I have zero motivation today but Aaj bohot garmi hai,have,ENG
I have zero motivation today but Aaj bohot garmi hai,zero,ENG
I have zero motivation today but Aaj bohot garmi hai,motivation,ENG
I have zero motivation today but Aaj bohot garmi hai,today,ENG
I have zero motivation today but Aaj bohot garmi hai,but,ENG
I have zero motivation today but Aaj bohot garmi hai,Aaj,URD
I have zero motivation today but Aaj bohot garmi hai,bohot,URD
I have zero motivation today but Aaj bohot garmi hai,garmi,URD
I have zero motivation today but Aaj bohot garmi hai,hai,URD
still not prepared at all lekin Sab kuch theek chal raha hai,still,ENG
still not prepared at all lekin Sab kuch theek chal raha hai,not,ENG
still not prepared at all lekin Sab kuch theek chal raha hai,prepared,ENG
still not prepared at all lekin Sab kuch theek chal raha hai,at,ENG
still not prepared at all lekin Sab kuch theek chal raha hai,all,ENG
still not prepared at all lekin Sab kuch theek chal raha hai,lekin,URD
still not prepared at all lekin Sab kuch theek chal raha hai,Sab,URD
still not prepared at all lekin Sab kuch theek chal raha hai,kuch,URD
still not prepared at all lekin Sab kuch theek chal raha hai,theek,URD
still not prepared at all lekin Sab kuch theek chal raha hai,chal,URD
still not prepared at all lekin Sab kuch theek chal raha hai,raha,URD
still not prepared at all lekin Sab kuch theek chal raha hai,hai,URD
the deadline is tomorrow phir Yaar tension mat lo,the,ENG
the deadline is tomorrow phir Yaar tension mat lo,deadline,ENG
the deadline is tomorrow phir Yaar tension mat lo,is,ENG
the deadline is tomorrow phir Yaar tension mat lo,tomorrow,ENG
the deadline is tomorrow phir Yaar tension mat lo,phir,URD
the deadline is tomorrow phir Yaar tension mat lo,Yaar,URD
the deadline is tomorrow phir Yaar tension mat lo,tension,ENG
the deadline is tomorrow phir Yaar tension mat lo,mat,URD
the deadline is tomorrow phir Yaar tension mat lo,lo,URD
I have an assignment due phir Mujhe office jaldi jana hai,I,ENG
I have an assignment due phir Mujhe office jaldi jana hai,have,ENG
I have an assignment due phir Mujhe office jaldi jana hai,an,ENG
I have an assignment due phir Mujhe office jaldi jana hai,assignment,ENG
I have an assignment due phir Mujhe office jaldi jana hai,due,ENG
I have an assignment due phir Mujhe office jaldi jana hai,phir,URD
I have an assignment due phir Mujhe office jaldi jana hai,Mujhe,URD
I have an assignment due phir Mujhe office jaldi jana hai,office,ENG
I have an assignment due phir Mujhe office jaldi jana hai,jaldi,URD
I have an assignment due phir Mujhe office jaldi jana hai,jana,URD
I have an assignment due phir Mujhe office jaldi jana hai,hai,URD
everyone is so stressed phir Mujhe bilkul time nahi mila,everyone,ENG
everyone is so stressed phir Mujhe bilkul time nahi mila,is,ENG
everyone is so stressed phir Mujhe bilkul time nahi mila,so,ENG
everyone is so stressed phir Mujhe bilkul time nahi mila,stressed,ENG
everyone is so stressed phir Mujhe bilkul time nahi mila,phir,URD
everyone is so stressed phir Mujhe bilkul time nahi mila,Mujhe,URD
everyone is so stressed phir Mujhe bilkul time nahi mila,bilkul,URD
everyone is so stressed phir Mujhe bilkul time nahi mila,time,ENG
everyone is so stressed phir Mujhe bilkul time nahi mila,nahi,URD
everyone is so stressed phir Mujhe bilkul time nahi mila,mila,URD
it's not a big deal lekin Bohot thak gaya hoon,it's,ENG
it's not a big deal lekin Bohot thak gaya hoon,not,ENG
it's not a big deal lekin Bohot thak gaya hoon,a,ENG
it's not a big deal lekin Bohot thak gaya hoon,big,ENG
it's not a big deal lekin Bohot thak gaya hoon,deal,ENG
it's not a big deal lekin Bohot thak gaya hoon,lekin,URD
it's not a big deal lekin Bohot thak gaya hoon,Bohot,URD
it's not a big deal lekin Bohot thak gaya hoon,thak,URD
it's not a big deal lekin Bohot thak gaya hoon,gaya,URD
it's not a big deal lekin Bohot thak gaya hoon,hoon,URD
can we reschedule the call phir Mujhe bilkul time nahi mila,can,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,we,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,reschedule,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,the,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,call,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,phir,URD
can we reschedule the call phir Mujhe bilkul time nahi mila,Mujhe,URD
can we reschedule the call phir Mujhe bilkul time nahi mila,bilkul,URD
can we reschedule the call phir Mujhe bilkul time nahi mila,time,ENG
can we reschedule the call phir Mujhe bilkul time nahi mila,nahi,URD
can we reschedule the call phir Mujhe bilkul time nahi mila,mila,URD
I'm not in the mood phir Mujhe neend aa rahi hai,I'm,ENG
I'm not in the mood phir Mujhe neend aa rahi hai,not,ENG
I'm not in the mood phir Mujhe neend aa rahi hai,in,ENG
I'm not in the mood phir Mujhe neend aa rahi hai,the,ENG
I'm not in the mood phir Mujhe neend aa rahi hai,mood,ENG
I'm not in the mood phir Mujhe neend aa rahi hai,phir,URD
I'm not in the mood phir Mujhe neend aa rahi hai,Mujhe,URD
I'm not in the mood phir Mujhe neend aa rahi hai,neend,URD
I'm not in the mood phir Mujhe neend aa rahi hai,aa,URD
I'm not in the mood phir Mujhe neend aa rahi hai,rahi,URD
I'm not in the mood phir Mujhe neend aa rahi hai,hai,URD
I'm running late again aur Kal se exams start ho rahe hain,I'm,ENG
I'm running late again aur Kal se exams start ho rahe hain,running,ENG
I'm running late again aur Kal se exams start ho rahe hain,late,ENG
I'm running late again aur Kal se exams start ho rahe hain,again,ENG
I'm running late again aur Kal se exams start ho rahe hain,aur,URD
I'm running late again aur Kal se exams start ho rahe hain,Kal,URD
I'm running late again aur Kal se exams start ho rahe hain,se,URD
I'm running late again aur Kal se exams start ho rahe hain,exams,ENG
I'm running late again aur Kal se exams start ho rahe hain,start,ENG
I'm running late again aur Kal se exams start ho rahe hain,ho,URD
I'm running late again aur Kal se exams start ho rahe hain,rahe,URD
I'm running late again aur Kal se exams start ho rahe hain,hain,URD
I have an assignment due aur Ghar par sab log so gaye hain,I,ENG
I have an assignment due aur Ghar par sab log so gaye hain,have,ENG
I have an assignment due aur Ghar par sab log so gaye hain,an,ENG
I have an assignment due aur Ghar par sab log so gaye hain,assignment,ENG
I have an assignment due aur Ghar par sab log so gaye hain,due,ENG
I have an assignment due aur Ghar par sab log so gaye hain,aur,URD
I have an assignment due aur Ghar par sab log so gaye hain,Ghar,URD
I have an assignment due aur Ghar par sab log so gaye hain,par,URD
I have an assignment due aur Ghar par sab log so gaye hain,sab,URD
I have an assignment due aur Ghar par sab log so gaye hain,log,URD
I have an assignment due aur Ghar par sab log so gaye hain,so,URD
I have an assignment due aur Ghar par sab log so gaye hain,gaye,URD
I have an assignment due aur Ghar par sab log so gaye hain,hain,URD
nothing is working properly aur Mujhe office jaldi jana hai,nothing,ENG
nothing is working properly aur Mujhe office jaldi jana hai,is,ENG
nothing is working properly aur Mujhe office jaldi jana hai,working,ENG
nothing is working properly aur Mujhe office jaldi jana hai,properly,ENG
nothing is working properly aur Mujhe office jaldi jana hai,aur,URD
nothing is working properly aur Mujhe office jaldi jana hai,Mujhe,URD
nothing is working properly aur Mujhe office jaldi jana hai,office,ENG
nothing is working properly aur Mujhe office jaldi jana hai,jaldi,URD
nothing is working properly aur Mujhe office jaldi jana hai,jana,URD
nothing is working properly aur Mujhe office jaldi jana hai,hai,URD
I have an assignment due phir Kal ka din bohot acha tha,I,ENG
I have an assignment due phir Kal ka din bohot acha tha,have,ENG
I have an assignment due phir Kal ka din bohot acha tha,an,ENG
I have an assignment due phir Kal ka din bohot acha tha,assignment,ENG
I have an assignment due phir Kal ka din bohot acha tha,due,ENG
I have an assignment due phir Kal ka din bohot acha tha,phir,URD
I have an assignment due phir Kal ka din bohot acha tha,Kal,URD
I have an assignment due phir Kal ka din bohot acha tha,ka,URD
I have an assignment due phir Kal ka din bohot acha tha,din,URD
I have an assignment due phir Kal ka din bohot acha tha,bohot,URD
I have an assignment due phir Kal ka din bohot acha tha,acha,URD
I have an assignment due phir Kal ka din bohot acha tha,tha,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",I,ENG
"I have an assignment due, Yaar kuch samajh nahi aa raha",have,ENG
"I have an assignment due, Yaar kuch samajh nahi aa raha",an,ENG
"I have an assignment due, Yaar kuch samajh nahi aa raha",assignment,ENG
"I have an assignment due, Yaar kuch samajh nahi aa raha",due,ENG
"I have an assignment due, Yaar kuch samajh nahi aa raha",Yaar,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",kuch,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",samajh,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",nahi,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",aa,URD
"I have an assignment due, Yaar kuch samajh nahi aa raha",raha,URD
still not prepared at all aur Aaj bohot garmi hai,still,ENG
still not prepared at all aur Aaj bohot garmi hai,not,ENG
still not prepared at all aur Aaj bohot garmi hai,prepared,ENG
still not prepared at all aur Aaj bohot garmi hai,at,ENG
still not prepared at all aur Aaj bohot garmi hai,all,ENG
still not prepared at all aur Aaj bohot garmi hai,aur,URD
still not prepared at all aur Aaj bohot garmi hai,Aaj,URD
still not prepared at all aur Aaj bohot garmi hai,bohot,URD
still not prepared at all aur Aaj bohot garmi hai,garmi,URD
still not prepared at all aur Aaj bohot garmi hai,hai,URD
honestly I don't care anymore but Yaar tension mat lo,honestly,ENG
honestly I don't care anymore but Yaar tension mat lo,I,ENG
honestly I don't care anymore but Yaar tension mat lo,don't,ENG
honestly I don't care anymore but Yaar tension mat lo,care,ENG
honestly I don't care anymore but Yaar tension mat lo,anymore,ENG
honestly I don't care anymore but Yaar tension mat lo,but,ENG
honestly I don't care anymore but Yaar tension mat lo,Yaar,URD
honestly I don't care anymore but Yaar tension mat lo,tension,ENG
honestly I don't care anymore but Yaar tension mat lo,mat,URD
honestly I don't care anymore but Yaar tension mat lo,lo,URD
I overslept again today aur Aaj bohot garmi hai,I,ENG
I overslept again today aur Aaj bohot garmi hai,overslept,ENG
I overslept again today aur Aaj bohot garmi hai,again,ENG
I overslept again today aur Aaj bohot garmi hai,today,ENG
I overslept again today aur Aaj bohot garmi hai,aur,URD
I overslept again today aur Aaj bohot garmi hai,Aaj,URD
I overslept again today aur Aaj bohot garmi hai,bohot,URD
I overslept again today aur Aaj bohot garmi hai,garmi,URD
I overslept again today aur Aaj bohot garmi hai,hai,URD
"this is so frustrating, Ghar par sab log so gaye hain",this,ENG
"this is so frustrating, Ghar par sab log so gaye hain",is,ENG
"this is so frustrating, Ghar par sab log so gaye hain",so,ENG
"this is so frustrating, Ghar par sab log so gaye hain",frustrating,ENG
"this is so frustrating, Ghar par sab log so gaye hain",Ghar,URD
"this is so frustrating, Ghar par sab log so gaye hain",par,URD
"this is so frustrating, Ghar par sab log so gaye hain",sab,URD
"this is so frustrating, Ghar par sab log so gaye hain",log,URD
"this is so frustrating, Ghar par sab log so gaye hain",so,URD
"this is so frustrating, Ghar par sab log so gaye hain",gaye,URD
"this is so frustrating, Ghar par sab log so gaye hain",hain,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,still,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,not,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,prepared,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,at,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,all,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,so,ENG
still not prepared at all so Yaar kuch samajh nahi aa raha,Yaar,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,kuch,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,samajh,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,nahi,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,aa,URD
still not prepared at all so Yaar kuch samajh nahi aa raha,raha,URD
"this is so frustrating, Mera phone hang ho gaya hai",this,ENG
"this is so frustrating, Mera phone hang ho gaya hai",is,ENG
"this is so frustrating, Mera phone hang ho gaya hai",so,ENG
"this is so frustrating, Mera phone hang ho gaya hai",frustrating,ENG
"this is so frustrating, Mera phone hang ho gaya hai",Mera,URD
"this is so frustrating, Mera phone hang ho gaya hai",phone,ENG
"this is so frustrating, Mera phone hang ho gaya hai",hang,ENG
"this is so frustrating, Mera phone hang ho gaya hai",ho,URD
"this is so frustrating, Mera phone hang ho gaya hai",gaya,URD
"this is so frustrating, Mera phone hang ho gaya hai",hai,URD
I have an assignment due so Sab kuch theek chal raha hai,I,ENG
I have an assignment due so Sab kuch theek chal raha hai,have,ENG
I have an assignment due so Sab kuch theek chal raha hai,an,ENG
I have an assignment due so Sab kuch theek chal raha hai,assignment,ENG
I have an assignment due so Sab kuch theek chal raha hai,due,ENG
I have an assignment due so Sab kuch theek chal raha hai,so,ENG
I have an assignment due so Sab kuch theek chal raha hai,Sab,URD
I have an assignment due so Sab kuch theek chal raha hai,kuch,URD
I have an assignment due so Sab kuch theek chal raha hai,theek,URD
I have an assignment due so Sab kuch theek chal raha hai,chal,URD
I have an assignment due so Sab kuch theek chal raha hai,raha,URD
I have an assignment due so Sab kuch theek chal raha hai,hai,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,the,ENG
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,wifi,ENG
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,keeps,ENG
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,disconnecting,ENG
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,phir,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,Sab,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,kuch,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,theek,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,chal,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,raha,URD
the wifi keeps disconnecting phir Sab kuch theek chal raha hai,hai,URD
I need a break honestly lekin Yaar tension mat lo,I,ENG
I need a break honestly lekin Yaar tension mat lo,need,ENG
I need a break honestly lekin Yaar tension mat lo,a,ENG
I need a break honestly lekin Yaar tension mat lo,break,ENG
I need a break honestly lekin Yaar tension mat lo,honestly,ENG
I need a break honestly lekin Yaar tension mat lo,lekin,URD
I need a break honestly lekin Yaar tension mat lo,Yaar,URD
I need a break honestly lekin Yaar tension mat lo,tension,ENG
I need a break honestly lekin Yaar tension mat lo,mat,URD
I need a break honestly lekin Yaar tension mat lo,lo,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,I,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,have,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,an,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,assignment,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,due,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,so,ENG
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,Dil,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,nahi,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,kar,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,raha,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,kuch,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,bhi,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,karne,URD
I have an assignment due so Dil nahi kar raha kuch bhi karne ka,ka,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,had,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,3,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,meetings,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,back,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,to,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,back,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,phir,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,Kal,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,se,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,exams,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,start,ENG
had 3 meetings back to back phir Kal se exams start ho rahe hain,ho,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,rahe,URD
had 3 meetings back to back phir Kal se exams start ho rahe hain,hain,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",everyone,ENG
"everyone is so stressed, Bahar bohot barish ho rahi hai",is,ENG
"everyone is so stressed, Bahar bohot barish ho rahi hai",so,ENG
"everyone is so stressed, Bahar bohot barish ho rahi hai",stressed,ENG
"everyone is so stressed, Bahar bohot barish ho rahi hai",Bahar,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",bohot,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",barish,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",ho,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",rahi,URD
"everyone is so stressed, Bahar bohot barish ho rahi hai",hai,URD
I'm running late again phir Aaj mera mood nahi hai,I'm,ENG
I'm running late again phir Aaj mera mood nahi hai,running,ENG
I'm running late again phir Aaj mera mood nahi hai,late,ENG
I'm running late again phir Aaj mera mood nahi hai,again,ENG
I'm running late again phir Aaj mera mood nahi hai,phir,URD
I'm running late again phir Aaj mera mood nahi hai,Aaj,URD
I'm running late again phir Aaj mera mood nahi hai,mera,URD
I'm running late again phir Aaj mera mood nahi hai,mood,MIX
I'm running late again phir Aaj mera mood nahi hai,nahi,URD
I'm running late again phir Aaj mera mood nahi hai,hai,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",Aaj,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",ka,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",din,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",bohot,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",busy,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",tha,URD
"Aaj ka din bohot busy tha, had 3 meetings back to back",had,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",3,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",meetings,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",back,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",to,ENG
"Aaj ka din bohot busy tha, had 3 meetings back to back",back,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",Yaar,URD
"Yaar seriously I can't even right now, bohot thak gaya hoon",seriously,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",I,ENG
"Yaar seriously I can't even right now, bohot thak gaya hoon",can't,ENG
